Year,State/UT,District,crime_against_children,crime_against_women,cyber_crime,ipc_by_juveniles,ipc,missing_persons,sc_crime,sll_crime,sll_juveniles,st_crime,latitude,longitude
2020,Kerala,Thrissur Commr.,193,463,14,45,6606,34,55,18186,20,1,10.53,76.21
2020,Kerala,Thrissur Rural,162,476,7,14,5253,55,64,17530,2,3,10.5214758,76.1899913
2020,Kerala,Trivandrum Commr.,165,395,107,3,11862,26,17,21943,1,1,8.52,76.94
2020,Kerala,Trivandrum Rural,338,903,20,9,10012,42,70,81942,2,4,8.6981873,76.8154234
2020,Kerala,Wayanadu,165,331,9,8,3267,11,18,8822,4,38,10.8942004,75.927851
2020,Ladakh,Kargil,0,3,1,0,124,0,0,1,0,0,34.5593048,76.1255767
2020,Ladakh,Leh,2,6,0,0,263,1,0,15,0,0,34.1642029,77.5848133
2020,Lakshadweep,Lakshadweep,9,15,3,1,107,0,0,40,1,1,10.8132489,73.6804621
2020,Madhya Pradesh,Agar,85,168,1,53,1841,3,102,670,5,7,22.3882831,74.8236421
2020,Madhya Pradesh,Alirajpur,158,202,0,62,1632,0,1,1224,15,7,22.2859525,74.3545628
2020,Madhya Pradesh,Anuppur,209,339,20,26,2342,5,43,1308,12,78,23.0346179,81.7510255
2020,Madhya Pradesh,Ashok Nagar,235,373,0,172,3628,10,162,1676,28,59,24.5792434,77.7279725
2020,Madhya Pradesh,Balaghat,338,685,18,36,4479,29,102,2523,12,99,21.8611589,80.3237105
2020,Madhya Pradesh,Barwani,212,322,1,26,3243,8,29,3185,19,28,21.7514248,74.8915957
2020,Madhya Pradesh,Betul,279,468,1,120,3978,26,88,4558,0,87,21.8797472,77.8753651
2020,Madhya Pradesh,Bhind,197,362,0,0,5692,0,303,1615,0,0,26.3518828,78.6863189
2020,Madhya Pradesh,Burhanpur,124,187,6,28,2105,8,29,3831,4,21,21.334867,76.3708803
2020,Madhya Pradesh,Chhatarpur,440,561,5,124,6599,0,339,2988,15,31,24.760609,79.6781776
2020,Madhya Pradesh,Chhindwara,264,432,0,20,4871,43,89,4659,8,93,22.2071897,78.798833
2020,Madhya Pradesh,Damoh,256,520,5,23,6692,14,215,3414,0,63,23.7981005,79.5419356
2020,Madhya Pradesh,Datia,110,188,3,31,2843,8,171,1684,7,1,25.9182947,78.6644962
2020,Madhya Pradesh,Dewas,374,642,0,473,6613,13,203,2693,7,42,22.8057498,76.2940408
2020,Madhya Pradesh,Dhar,679,566,15,168,6908,4,55,4135,10,88,22.5786572,75.2258637
2020,Madhya Pradesh,Dindori,152,244,2,7,2397,1,11,1332,0,48,22.9070871,80.8846924
2020,Madhya Pradesh,Guna,290,622,15,75,6794,15,215,1704,0,65,24.5001772,77.2600959
2020,Madhya Pradesh,Gwalior,607,1432,78,63,12252,56,513,3235,9,36,26.2037247,78.1573628
2020,Madhya Pradesh,Harda,139,198,7,31,2057,4,37,1226,5,45,22.2427973,77.1179173
2020,Madhya Pradesh,Jabalpur,581,1273,2,90,13738,84,206,8470,92,106,23.1701522,79.9324505
2020,Madhya Pradesh,Jhabua,120,174,0,100,2138,0,3,2426,2,6,22.8869652,74.7243249
2020,Madhya Pradesh,Katni,266,337,5,26,4301,23,68,3489,0,57,23.7176393,80.2610181
2020,Madhya Pradesh,Khandwa,305,423,4,0,3549,38,21,2270,0,37,21.9769779,76.5675344
2020,Madhya Pradesh,Khargone,417,521,8,68,4714,15,82,3832,19,68,21.9544729,75.7521248
2020,Madhya Pradesh,Mandla,248,273,1,28,2107,8,22,778,5,49,22.6871074,80.5816341
2020,Madhya Pradesh,Mandsaur,192,317,8,28,4183,2,127,2398,3,21,24.2628148,75.385692
2020,Madhya Pradesh,Morena,307,421,0,147,7786,14,228,2472,8,5,26.3849794,77.8612721
2020,Madhya Pradesh,Narsinghpur,208,292,1,103,3406,18,107,4305,6,36,22.934556,79.0867849
2020,Madhya Pradesh,Neemuch,94,173,3,33,1862,7,32,1732,4,10,24.6305517,75.1829
2020,Madhya Pradesh,Niwari,90,171,6,15,1911,2,69,632,1,8,25.3123152,78.667564
2020,Madhya Pradesh,Panna,287,430,3,87,3821,12,124,2363,0,42,24.4498931,80.1462723
2020,Madhya Pradesh,Raisen,420,512,0,0,4007,0,169,1801,0,67,23.2675909,78.1727134
2020,Madhya Pradesh,Rajgarh,244,501,8,100,4767,6,217,3850,40,31,23.8716707,76.7744703
2020,Madhya Pradesh,Ratlam,429,603,42,221,5647,12,122,2699,36,51,23.5022201,74.9551534
2020,Madhya Pradesh,Rewa,980,789,18,106,10120,0,221,2110,17,132,24.7560846,81.3810574
2020,Madhya Pradesh,Sagar,806,870,14,88,8984,35,382,4278,40,82,23.8083076,78.758254
2020,Madhya Pradesh,Satna,508,668,0,39,7695,46,170,3861,22,58,24.6954445,80.7770348
2020,Madhya Pradesh,Sehore,253,470,0,66,4641,16,118,1756,1,16,23.1150041,77.0665356
2020,Madhya Pradesh,Seoni,213,434,3,44,4594,17,57,4137,0,81,22.2748109,79.7202522
2020,Madhya Pradesh,Shahdol,308,516,8,39,5186,28,32,2174,0,86,23.3002343,81.364771
2020,Madhya Pradesh,Shajapur,217,335,3,123,2948,6,145,1653,13,11,23.4171002,76.6074794
2020,Madhya Pradesh,Sheopur,63,147,4,3,1504,4,35,1179,0,17,25.7499267,76.9212945
2020,Madhya Pradesh,Shivpuri,459,533,0,22,5903,8,344,2633,5,89,25.3741216,77.8278866
2020,Madhya Pradesh,Sidhi,219,251,4,17,4314,10,86,1736,0,70,24.2112687,81.7000415
2020,Madhya Pradesh,Singrauli,236,371,9,69,4219,8,49,1946,14,63,24.2431343,82.3827672
2020,Madhya Pradesh,Tikamgarh,219,326,3,0,4297,5,115,1898,0,25,24.8552105,79.0472546
2020,Madhya Pradesh,Ujjain,401,683,31,107,13186,19,216,2050,9,30,23.1885131,75.7716562
2020,Madhya Pradesh,Umaria,105,156,0,22,1627,5,32,836,4,42,23.6431837,80.9419078
2020,Madhya Pradesh,Vidisha,345,587,0,119,5451,58,220,1721,3,27,23.8463004,77.8370209
2020,Maharashtra,Ahmednagar,320,1645,23,68,38689,105,144,5118,0,36,19.1627725,74.8580243
2020,Maharashtra,Akola,200,721,30,80,7524,32,38,4362,6,9,20.7618123,77.1921157
2020,Maharashtra,Amravati Commr.,174,511,86,39,5195,50,35,1782,1,7,20.93,77.75
2020,Maharashtra,Amravati Rural,281,718,105,28,4918,39,69,5364,4,33,21.4564599,78.2268091
2020,Maharashtra,Aurangabad Commr.,245,670,74,143,6248,33,30,1101,6,1,19.88,75.34
2020,Maharashtra,Aurangabad Rural,173,378,18,49,4563,18,55,2866,3,15,19.88,75.34
2020,Maharashtra,Beed,245,780,39,123,5719,23,147,4358,5,24,18.9918442,75.909784
2020,Maharashtra,Bhandara,162,295,45,44,2727,27,34,2088,1,12,21.1225869,79.794509
2020,Maharashtra,Buldhana,272,754,62,116,7792,30,109,6814,0,7,20.562845,76.4086986
2020,Maharashtra,Chandrapur,302,653,69,70,5641,22,31,7877,52,33,20.0967555,79.5045475
2020,Maharashtra,Dhule,170,488,29,23,3537,0,26,2491,5,25,21.1305215,74.4900614
2020,Maharashtra,Gadchiroli,87,187,24,3,1425,0,10,2392,1,14,19.7590704,80.1622807
2020,Maharashtra,Gondia,104,199,19,25,2190,19,25,2992,0,7,21.455228,80.1962729
2020,Maharashtra,Hingoli,70,224,16,21,2913,11,68,1341,2,20,19.5431164,77.1739432
2020,Maharashtra,Jalgaon,324,826,122,35,9354,28,57,4466,3,41,20.8428827,75.5261246
2020,Maharashtra,Jalna,271,742,31,121,6255,0,101,1917,29,19,19.918833,75.8708599
2020,Maharashtra,Kolhapur,286,815,40,85,9320,59,88,3362,7,3,16.7028412,74.2405329
2020,Maharashtra,Latur,169,454,49,9,5146,20,89,2471,2,2,18.3553347,76.7548997
2020,Maharashtra,Mira Bhayandar Vasai Virar Commr.,576,936,83,57,7020,83,12,1669,9,7,19.29,72.85
2020,Maharashtra,Mumbai Commr.,2248,4583,2433,295,50158,506,36,8518,37,6,19.07,72.87
2020,Maharashtra,Nagpur Commr.,582,920,243,266,13457,174,42,5793,8,3,21.15,79.08
2020,Maharashtra,Nagpur Rural,282,394,64,51,5682,30,53,5099,4,14,21.0761096,79.0343582
2020,Maharashtra,Nanded,249,752,27,37,7514,28,111,2956,14,24,19.0942729,77.4832628
2020,Maharashtra,Nandurbar,96,167,21,24,7134,7,9,2102,0,10,21.5141622,74.5405513
2020,Maharashtra,Nasik Commr.,284,477,103,32,4641,74,18,1342,0,4,19.99,73.79
2020,Maharashtra,Nasik Rural,362,1017,33,105,21268,54,38,2912,0,44,16.3876268,73.7308816
2020,Maharashtra,Navi Mumbai,336,624,278,36,5584,74,29,720,15,9,19.0308262,73.0198537
2020,Maharashtra,Osmanabad,140,364,43,123,3622,15,63,1476,8,16,18.169844,76.1179632
2020,Maharashtra,Palghar,134,207,24,32,1914,21,3,826,6,16,19.757249,73.0931199
2020,Maharashtra,Parbhani,161,421,61,115,4439,18,135,1845,18,19,19.2901981,76.6026443
2020,Maharashtra,Pimpri Chinchwad City,432,747,95,146,7131,104,21,2361,4,0,18.6279288,73.8009829
2020,Maharashtra,Pune Commr.,665,1055,238,228,32513,159,27,3334,15,1,18.52,73.86
2020,Maharashtra,Pune Rural,662,1429,91,110,15320,86,161,4020,14,28,18.5435175,73.8220743
2020,Maharashtra,Raigad,136,270,60,58,2160,27,25,499,10,11,18.4928092,73.138071
2020,Maharashtra,Ratnagiri,85,180,48,21,1491,27,15,631,4,0,17.2826079,73.4569787
2020,Maharashtra,Sangli,348,711,57,126,6603,57,98,1824,2,1,17.1726928,74.5867654
2020,Maharashtra,Satara,358,843,63,169,7408,60,110,2766,12,9,17.6361289,74.2982781
2020,Maharashtra,Sindhudurg,52,102,32,17,999,23,7,908,1,1,16.1357193,73.6522086
2020,Maharashtra,Solapur Commr.,165,369,27,19,6634,60,30,1712,1,2,17.66,75.9
2020,Maharashtra,Solapur Rural,362,922,43,85,8110,45,191,7352,6,25,16.3876268,73.7308816
2020,Maharashtra,Thane Commr.,894,1409,285,237,12509,0,23,2254,4,4,19.2,72.97
2020,Maharashtra,Thane Rural,150,232,7,25,2185,19,8,836,2,13,16.3876268,73.7308816
2020,Maharashtra,Wardha,218,481,90,60,4862,44,35,6027,2,21,20.8256232,78.6131455
2020,Maharashtra,Washim,125,457,13,6,5690,12,52,3141,0,14,20.2874178,77.2369655
2020,Maharashtra,Yavatmal,265,740,30,48,7560,25,59,8646,3,51,20.0638677,78.3565663
2020,Manipur,Bishnupur,18,33,0,0,189,1,0,87,0,0,24.6267287,93.7600454
2020,Manipur,Chandel,3,2,0,0,36,0,0,20,1,0,24.3312009,94.0011081
2020,Manipur,Churachandpur,8,7,1,3,122,0,0,24,4,0,24.3468839,93.6994143
2020,Manipur,Imphal East,15,39,0,0,444,0,0,114,0,0,24.8328129,94.0166864
2020,Manipur,Imphal West,32,76,17,7,757,0,0,74,3,2,24.7590802,93.8617365
2020,Manipur,Jiribam,4,4,0,0,14,0,0,12,0,0,24.8023996,93.1165145
2020,Manipur,Kakching,15,27,0,0,107,1,0,50,0,0,24.4974827,93.9835543
2020,Manipur,Kamjong,0,0,0,0,8,0,0,6,0,0,24.8577847,94.5107757
2020,Manipur,Kangpokpi,1,2,0,0,72,0,0,13,0,0,25.1527725,93.9713691
2020,Manipur,Noney,0,2,0,0,49,0,0,5,0,0,24.8590605,93.6327463
2020,Manipur,Pherzawl,0,0,0,0,2,0,0,2,0,0,24.2595653,93.1906004
2020,Manipur,Senapati,3,4,0,0,20,0,0,10,0,0,25.3933698,94.1501773
2020,Manipur,Tamenglong,0,0,0,0,24,0,0,4,0,0,24.9858596,93.5039967
2020,Manipur,Tengnoupal,1,2,1,0,61,0,0,90,0,0,24.3626155,94.2594997
2020,Manipur,Thoubal,21,37,1,0,374,1,0,82,0,0,24.6386954,93.996871
2020,Manipur,Ukhrul,1,1,0,0,14,0,0,17,0,0,25.0982654,94.363167
2020,Meghalaya,Garo Hills East,18,25,20,0,67,0,0,49,0,0,25.5,90.5
2020,Meghalaya,Garo Hills North,7,13,5,0,76,0,0,16,0,0,25.8619841,90.7017705
2020,Meghalaya,Garo Hills West,39,62,2,0,351,0,0,62,0,0,25.5201097,90.2187809
2020,Meghalaya,Jaintia Hills East,47,50,0,0,219,0,0,133,0,0,25.584894,91.8751504
2020,Meghalaya,Jaintia Hills West,47,51,0,1,173,0,0,95,3,0,25.2849089,92.1064094
2020,Meghalaya,Khasi Hills East,104,160,58,14,1331,6,0,185,13,0,25.5649963,91.8841484
2020,Meghalaya,Khasi Hills West,44,59,6,1,114,0,0,64,5,0,25.5399654,91.4721652
2020,Meghalaya,Ri-Bhoi,56,80,24,5,348,1,0,155,9,0,25.8764026,91.8567574
2020,Mizoram,Aizawl,44,65,5,8,1111,0,0,250,2,0,23.7277631,92.7179947
2020,Mizoram,Champhai,22,19,1,4,105,0,0,54,3,0,23.6317319,93.3493185
2020,Mizoram,Hnahthial,2,2,0,0,17,0,0,14,0,0,22.9663656,93.0102645
2020,Mizoram,Khawzawl,4,9,0,0,21,0,0,8,0,0,23.4877894,93.1402943
2020,Mizoram,Kolasib,18,21,0,0,137,0,0,41,0,0,24.1905469,92.7136595
2020,Mizoram,Lawngtlai,12,12,0,0,62,0,0,14,0,0,22.3913377,92.7397189
2020,Mizoram,Lunglei,14,17,0,0,107,0,0,25,0,0,22.9519972,92.6338827
2020,Mizoram,Mamit,16,18,0,0,101,0,0,33,2,0,23.7564387,92.4515374
2020,Mizoram,Saiha,3,4,0,0,68,0,0,7,0,0,22.2876724,93.01336
2020,Mizoram,Saitual,0,0,0,0,0,0,0,0,0,0,23.8128569,92.9727975
2020,Mizoram,Serchhip,7,5,1,0,58,0,0,25,2,0,23.3052514,92.8455124
2020,Nagaland,Dimapur,14,19,0,3,686,1,0,171,0,0,25.9041379,93.7177609
2020,Nagaland,Kiphire,1,1,0,0,11,0,0,4,0,0,25.8117088,94.8474036
2020,Nagaland,Kohima,5,4,0,0,84,0,0,31,0,0,25.6618755,94.1019156
2020,Nagaland,Longleng,0,0,0,0,14,0,0,18,0,0,26.5839315,94.8045481
2020,Nagaland,Mokokchung,2,2,1,0,38,0,0,71,0,0,26.4795861,94.5105275
2020,Nagaland,Mon,2,4,6,0,66,0,0,55,0,0,26.666667,95.0
2020,Nagaland,Peren,0,0,1,0,24,0,0,18,0,0,25.4499691,93.6001738
2020,Nagaland,Phek,1,2,0,0,21,0,0,17,0,0,25.6700924,94.3843925
2020,Nagaland,Tuensang,0,1,0,0,15,0,0,14,0,0,26.2342107,94.741553
2020,Nagaland,Wokha,3,2,0,0,38,0,0,48,0,0,26.242251,94.1921153
2020,Nagaland,Zunheboto,3,4,0,0,25,0,0,42,0,0,26.0123803,94.5123719
2020,Odisha,Angul,228,1246,113,76,6077,0,99,947,0,31,21.102538,84.9536825
2020,Odisha,Balasore,411,1613,56,12,4970,0,113,608,0,18,21.5006421,86.919884
2020,Odisha,Baragarh,106,497,45,68,2799,0,61,1545,0,37,21.3335004,83.6190492
2020,Odisha,Berhampur,126,684,34,28,2464,0,27,685,3,3,21.4930852,86.6327298
2020,Odisha,Bhadrak,336,884,85,30,3893,0,79,502,0,9,20.9854052,86.5934226
2020,Odisha,Bolangir,185,973,70,50,4631,0,97,770,0,71,20.7502257,83.2499464
2020,Odisha,Boudh,46,211,4,17,942,0,24,189,0,11,20.6407463,83.9969704
2020,Odisha,Cuttack,184,656,47,6,3873,0,140,307,0,4,20.4686,85.8792
2020,Odisha,DCP BBSR,284,687,95,28,7255,0,80,419,0,1,16.3876268,73.7308816
2020,Odisha,DCP CTC,200,574,154,37,4888,0,53,735,0,6,16.3876268,73.7308816
2020,Odisha,Deogarh,37,200,10,4,865,0,28,370,0,6,21.5370786,84.7301184
2020,Odisha,Dhenkanal,217,1091,20,44,3364,0,89,733,3,9,20.8351494,85.6022305
2020,Odisha,Gajapati,93,268,23,0,696,0,5,677,0,8,19.1966026,84.1930634
2020,Odisha,Ganjam,132,1002,56,33,4471,0,87,3387,0,6,19.6090068,84.7080633
2020,Odisha,Jagatsinghpur,212,1056,42,9,2887,0,106,338,0,1,20.2593872,86.1660878
2020,Odisha,Jajpur,341,1411,132,0,5713,0,178,878,0,20,20.8746788,86.1215393
2020,Odisha,Jharsuguda,118,436,60,43,2211,0,45,1264,0,21,21.8019368,83.9713964
2020,Odisha,Kalahandi,187,842,40,37,2859,0,61,470,0,19,19.8265757,83.0408702
2020,Odisha,Kandhamal,115,352,17,29,1272,0,15,636,0,11,20.1306939,84.0790476
2020,Odisha,Kendrapara,217,1413,43,21,3338,0,109,286,0,3,20.5475164,86.5296168
2020,Odisha,Keonjhar,191,765,48,34,3211,0,30,860,0,47,21.5,85.5
2020,Odisha,Khurda,126,554,20,6,2225,0,38,539,0,0,20.1617378,85.7052429
2020,Odisha,Koraput,170,647,60,29,2569,0,14,1048,0,19,18.7232023,82.6100596
2020,Odisha,Malkangiri,148,446,53,7,1204,0,8,395,0,10,18.2744685,81.9520316
2020,Odisha,Mayurbhanj,448,1490,123,46,4994,0,57,854,0,87,21.9156338,86.3961824
2020,Odisha,Nabarangpur,207,673,38,10,1684,0,26,475,0,34,19.228896,82.5665715
2020,Odisha,Nayagarh,156,508,18,34,2068,0,42,386,0,4,20.2393683,85.050728
2020,Odisha,Nuapada,82,240,20,17,1405,0,39,442,0,21,20.5412657,82.5292352
2020,Odisha,Puri,274,1544,56,23,5591,0,145,563,0,2,19.8076083,85.8252538
2020,Odisha,Rayagada,185,547,58,23,2143,0,26,748,12,16,19.4426698,83.5873053
2020,Odisha,Rourkela,174,509,59,70,2932,0,14,722,0,14,22.2309255,84.8678705
2020,Odisha,SRP(Cuttack),2,7,0,0,460,0,2,14,0,0,16.3876268,73.7308816
2020,Odisha,SRP(Rourkela),4,9,1,2,226,0,4,29,0,2,16.3876268,73.7308816
2020,Odisha,Sambalpur,170,781,63,138,4622,0,35,1594,0,24,21.5570606,84.1528515
2020,Odisha,Sonepur,38,173,21,11,1360,0,50,211,0,15,20.8453864,83.909083
2020,Odisha,Sundargarh,164,465,42,49,2258,0,20,1035,6,34,22.0605153,83.9359154
2020,Puducherry,Karaikal,0,0,0,0,0,0,0,0,0,0,10.91571,79.8375761
2020,Punjab,Amritsar Rural,105,211,16,10,2074,4,4,2664,3,0,16.3876268,73.7308816
2020,Punjab,Barnala,45,105,4,10,1156,3,3,483,2,0,30.3716802,75.5039887
2020,Punjab,Batala,35,126,6,4,1591,1,2,1069,0,0,31.8193025,75.1999941
2020,Punjab,Bathinda,90,212,3,0,2041,6,13,1722,0,0,30.1794814,75.0471098
2020,Punjab,Bureau of Investigation,0,6,8,0,43,0,0,5,0,0,16.3876268,73.7308816
2020,Punjab,CP Amritsar,102,227,47,3,3178,6,6,1642,3,0,31.6356659,74.8787496
2020,Punjab,CP Jalandhar,108,221,19,40,1963,14,5,1973,3,0,31.3323762,75.576889
2020,Punjab,CP Ludhiana,225,418,36,26,4808,2,3,1933,10,0,30.9090157,75.851601
2020,Punjab,Faridkot,54,106,3,0,885,0,5,593,0,0,30.6014507,74.7950176
2020,Punjab,Fatehgarh Sahib,51,113,5,0,1383,15,4,471,0,4,30.6634042,76.3803
2020,Punjab,Fazilka,98,235,12,18,1644,4,12,1161,0,0,30.3198406,74.1217943
2020,Punjab,Ferozepur,34,121,2,0,1489,12,4,1055,0,0,30.6839733,76.3594033
2020,Punjab,Gurdaspur,40,127,16,6,1025,5,4,1343,0,0,31.9037264,75.2275587
2020,Punjab,Hoshiarpur,74,239,1,13,2215,9,8,937,2,0,31.6092942,75.8459754
2020,Punjab,Intelligence Wing,0,0,2,0,6,0,0,38,0,0,16.3876268,73.7308816
2020,Punjab,Jalandhar Rural,87,157,18,14,1275,10,14,2333,1,0,16.3876268,73.7308816
2020,Punjab,Kapurthala,80,168,12,0,1944,1,3,1011,0,0,31.3856476,75.3053304
2020,Punjab,Khanna,24,88,2,0,962,7,3,502,0,0,30.700625,76.2220763
2020,Punjab,Ludhiana Rural,44,89,2,0,756,4,3,475,0,0,16.3876268,73.7308816
2020,Punjab,Mansa,61,126,10,15,1262,0,11,1642,7,0,29.8764133,75.4889564
2020,Punjab,Moga,56,95,22,12,806,8,7,1050,7,0,30.7877554,75.159359
2020,Punjab,Muktsar,79,170,15,12,1379,5,21,1491,2,0,30.4692,74.5182
2020,Punjab,NRI Wing,0,106,0,0,191,0,0,0,0,0,16.3876268,73.7308816
2020,Punjab,Pathankot,40,111,24,9,835,1,4,673,3,0,32.3021899,75.6589406
2020,Punjab,Patiala,128,340,14,23,3682,1,7,1975,2,0,30.2092778,76.3397231
2020,Punjab,Ropar,42,120,0,0,1485,6,1,527,0,0,30.9688367,76.526088
2020,Punjab,SAS Nagar,139,277,14,6,3094,2,0,639,0,0,30.6904366,76.7116208
2020,Punjab,SBS Nagar,66,121,12,0,967,6,2,546,0,0,30.8260412,75.1989654
2020,Punjab,Sangrur,129,262,41,0,2953,1,8,1586,0,0,30.135717,75.8533326
2020,Punjab,Tarn Taran,80,139,12,0,2534,5,8,1182,0,0,31.3212453,74.8416687
2020,Rajasthan,Ajmer,375,1869,100,69,8421,20,319,2534,3,27,26.4691,74.639
2020,Rajasthan,Alwar,116,1280,79,0,7914,10,324,2880,0,114,27.4140049,76.6170387
2020,Rajasthan,Banswara,97,533,2,63,2773,2,11,1303,2,20,23.4915047,74.3502172
2020,Rajasthan,Baran,237,903,5,62,4073,11,161,1917,0,132,24.9208165,76.6821985
2020,Rajasthan,Barmer,205,1204,45,93,5320,3,285,615,4,107,25.5814853,71.1924922
2020,Rajasthan,Bharatpur,208,1557,49,42,11009,11,441,2021,9,55,27.0246959,77.2920116
2020,Rajasthan,Bhilwara,205,1356,26,65,6104,11,139,1937,7,32,25.470994,74.6961316
2020,Rajasthan,Bhiwadi,172,988,67,0,6837,3,234,2346,0,27,28.2039413,76.837441
2020,Rajasthan,Bikaner,135,955,15,0,4350,0,242,1944,0,6,28.0159286,73.3171367
2020,Rajasthan,Bundi,107,740,8,0,3386,3,127,1692,0,92,25.4367659,75.7361471
2020,Rajasthan,Chittorgarh,194,974,2,95,4627,4,170,1534,5,47,24.7171578,74.4718129
2020,Rajasthan,Churu,95,730,7,0,3780,1,236,1464,0,6,28.2047781,74.6912996
2020,Rajasthan,Dausa,51,530,54,58,5316,6,131,1339,0,83,26.8048659,76.4437457
2020,Rajasthan,Dholpur,135,712,12,65,3969,3,250,1290,6,17,26.7010642,77.896749
2020,Rajasthan,Dungarpur,257,534,0,113,2255,1,10,931,1,22,23.8538893,73.7087177
2020,Rajasthan,Ganganagar,230,1389,48,39,5381,109,367,2582,3,1,25.9061389,76.4815499
2020,Rajasthan,Hanumangarh,182,1040,12,53,4184,5,312,2639,6,2,29.3659533,74.298429
2020,Rajasthan,Jaipur East,143,577,61,50,5584,25,53,1847,4,44,16.3876268,73.7308816
2020,Rajasthan,Jaipur Metro,0,0,0,0,0,0,0,1,0,0,26.8835532,75.7673957
2020,Rajasthan,Jaipur North,183,473,34,41,2787,15,29,1333,0,22,16.3876268,73.7308816
2020,Rajasthan,Jaipur Rural,147,735,124,46,5866,45,165,2332,5,78,26.9206636,75.9740914
2020,Rajasthan,Jaipur West,180,745,43,52,5386,33,82,1604,1,29,26.9178997,75.7529805
2020,Rajasthan,Jaisalmer,49,249,25,33,1574,3,108,410,5,33,26.9116615,70.9124888
2020,Rajasthan,Jalore,31,626,13,38,3205,3,193,774,0,59,25.2093483,72.3178889
2020,Rajasthan,Jhalawar,307,1153,10,97,4725,9,150,2877,3,74,24.3132368,76.5221078
2020,Rajasthan,Jhunjhunu,24,755,25,74,4977,6,195,1776,0,30,28.0798944,75.5424211
2020,Rajasthan,Jodhpur East,46,418,72,90,2899,2,66,785,1,17,16.3876268,73.7308816
2020,Rajasthan,Jodhpur Rural,96,671,19,61,4348,2,200,533,7,50,26.5319605,72.9828941
2020,Rajasthan,Jodhpur West,133,496,69,75,2961,5,92,890,0,17,16.3876268,73.7308816
2020,Rajasthan,Karauli,86,619,14,49,4851,6,135,1247,0,70,26.5158329,77.0565965
2020,Rajasthan,Kota City,229,799,21,151,4454,31,98,2066,5,30,25.1737019,75.8574194
2020,Rajasthan,Kota Rural,120,497,6,0,2339,2,108,1909,0,54,16.3876268,73.7308816
2020,Rajasthan,Nagaur,190,1070,18,87,5308,0,321,1534,8,6,26.9873443,73.7389011
2020,Rajasthan,Pali,134,1232,1,0,5784,26,285,1440,0,43,25.4552211,73.419389
2020,Rajasthan,Pratapgarh,139,652,4,25,2062,2,35,1030,3,45,24.03,74.78
2020,Rajasthan,Rajsamand,155,654,3,19,3216,7,108,1006,1,32,25.2892459,73.8241077
2020,Rajasthan,SCRB,1,0,32,0,0,0,0,32,0,0,16.3876268,73.7308816
2020,Rajasthan,SOG,0,2,2,1,49,0,0,14,0,0,26.91,75.78
2020,Rajasthan,SSB,0,0,0,0,0,0,0,4,0,0,26.285602,73.0287053
2020,Rajasthan,Sawai Madhopur,132,711,27,87,4020,1,129,725,0,63,26.2290186,76.3043561
2020,Rajasthan,Sikar,165,1019,88,42,7096,9,221,1342,0,51,27.6624156,75.0279971
2020,Rajasthan,Sirohi,140,590,17,0,2498,3,83,1264,0,55,24.8114047,72.8300257
2020,Rajasthan,Tonk,106,654,31,58,4874,8,251,2206,0,95,26.1223198,75.6632235
2020,Rajasthan,Udaipur,451,1257,9,242,6996,5,77,3024,2,51,24.578721,73.6862571
2020,Sikkim,East,80,82,0,1,290,2,0,88,3,0,27.32,88.61
2020,Sikkim,North,8,8,0,0,21,0,0,7,1,0,27.7,88.5
2020,Sikkim,West,19,15,0,2,59,0,0,21,0,0,27.2,88.2
2020,Tamil Nadu,Ariyalur,49,67,10,65,7909,7,29,4220,10,0,11.1530559,79.2585797
2020,Tamil Nadu,Chengalpattu,82,59,0,0,44297,22,9,2440,0,2,12.6840886,79.9836371
2020,Tamil Nadu,Chennai,306,576,186,553,88388,334,12,80062,220,0,13.0836939,80.270186
2020,Tamil Nadu,Coimbatore,77,120,11,7,26641,37,24,6758,2,1,11.0018115,76.9628425
2020,Tamil Nadu,Coimbatore City,111,97,4,26,10112,21,3,13932,1,0,11.0018115,76.9628425
2020,Tamil Nadu,Cuddalore,280,294,0,18,41640,18,45,11412,4,0,11.5202071,79.3396356
2020,Tamil Nadu,Dharmapuri,114,116,7,8,16181,4,13,13297,0,1,12.1456131,78.1132217
2020,Tamil Nadu,Dindigul,180,211,12,47,36315,20,53,7904,27,2,10.4256897,77.815664
2020,Tamil Nadu,Erode,93,152,0,3,8613,24,33,13764,0,0,11.4905282,77.3505274
2020,Tamil Nadu,Kallakurichi,74,172,3,0,24017,2,31,5252,0,0,11.7946847,79.0388211
2020,Tamil Nadu,Kanchipuram,43,62,0,0,20411,25,10,2897,0,0,12.9647163,79.9839686
2020,Tamil Nadu,Kanyakumari,141,213,72,13,4599,41,8,12774,9,2,8.079252,77.5499338
2020,Tamil Nadu,Karur,33,85,10,0,7265,12,21,4786,0,0,10.8217671,78.3828654
2020,Tamil Nadu,Krishnagiri,57,91,2,2,18363,7,9,7411,0,0,12.5152075,78.0093769
2020,Tamil Nadu,Madurai,147,214,20,1137,54067,13,88,7039,13,0,9.9261153,78.1140983
2020,Tamil Nadu,Madurai City,101,228,14,76,16196,46,33,16810,10,0,9.9147463,78.1421636
2020,Tamil Nadu,Nagapattinam,66,144,12,33,22666,8,33,8891,0,0,10.6026203,79.7619348
2020,Tamil Nadu,Namakkal,126,126,3,19,8281,15,32,15902,2,0,11.3033889,78.118604
2020,Tamil Nadu,Nilgiris,64,88,0,7,9505,5,0,2435,2,1,11.4449997,76.69752
