Year,State/UT,District,crime_against_children,crime_against_women,cyber_crime,ipc_by_juveniles,ipc,missing_persons,sc_crime,sll_crime,sll_juveniles,st_crime,latitude,longitude
2019,Bihar,Bhabhua,135,278,32,0,2570,0,127,0,0,0,25.05,83.61
2019,Bihar,Bhagalpur,292,749,138,293,4877,1,105,0,0,0,25.2861354,87.1304229
2019,Bihar,Bhojpur,199,531,20,0,5442,6,200,0,0,0,25.4501182,84.5635193
2019,Bihar,Buxar,210,300,0,59,3048,3,119,0,3,0,25.5044834,84.1097525
2019,Bihar,Darbhanga,215,574,11,118,5180,0,234,0,4,0,26.08299,86.0324951
2019,Bihar,Economic Offences Unit,0,1,6,0,4,0,0,0,0,0,16.3876268,73.7308816
2019,Bihar,Gaya,413,779,26,13,8284,2,389,0,0,0,24.7964355,85.0079563
2019,Bihar,Gopalganj,147,316,27,55,4135,1,177,0,0,0,26.4211166,84.3739133
2019,Bihar,Jamui,128,242,0,0,2893,1,119,0,0,0,24.7562514,86.3011128
2019,Bihar,Jehanabad,41,235,5,15,2567,1,101,0,0,0,25.1529579,85.0065043
2019,Bihar,Katihar,215,593,70,65,4080,1,104,0,0,31,25.5586421,87.6457196
2019,Bihar,Khagaria,92,288,10,0,3096,0,101,0,0,0,25.4930513,86.6982264
2019,Bihar,Kishanganj,53,169,4,0,1865,0,23,0,0,9,26.2984144,87.9466715
2019,Bihar,Lakhisarai,122,217,16,0,1896,1,75,0,0,0,25.1543939,86.1744959
2019,Bihar,Madhepura,224,304,27,0,3548,0,120,0,0,0,25.7806118,86.9364753
2019,Bihar,Madhubani,123,553,44,0,5393,0,172,0,0,0,26.3503076,86.2296424
2019,Bihar,Motihari,760,886,8,68,10443,3,335,0,35,0,26.6506888,84.9114654
2019,Bihar,Munger,177,388,5,23,2746,1,95,0,0,0,25.2202864,86.5161484
2019,Bihar,Muzaffarpur,588,996,8,66,11328,7,282,0,24,0,26.1482548,85.3316097
2019,Bihar,Nalanda,368,784,10,0,7359,7,258,0,0,0,25.1364914,85.4436546
2019,Bihar,Naugachia,105,136,24,17,1673,0,61,0,0,0,25.3857731,87.0997616
2019,Bihar,Nawadah,626,405,38,62,4506,0,194,0,16,0,24.8858896,85.5481255
2019,Bihar,Patna,668,1999,238,19,24008,14,439,0,0,0,25.6093239,85.1235252
2019,Bihar,Purnea,393,440,0,0,4270,0,116,0,0,28,25.7773601,87.4731227
2019,Bihar,Rohtas,251,520,5,0,5877,3,229,0,0,0,24.9394143,84.0197031
2019,Bihar,Saharsa,34,231,5,0,2855,0,128,0,0,0,25.8330757,86.6143751
2019,Bihar,Samastipur,277,508,15,115,5313,1,183,0,40,0,25.7747885,85.8672314
2019,Bihar,Saran,319,870,31,209,9912,3,326,0,0,0,25.9214451,84.7759731
2019,Bihar,Sheikhpura,91,146,0,0,1037,0,61,0,0,0,25.1250741,85.8160771
2019,Bihar,Sheohar,43,84,7,0,820,0,33,0,0,0,26.4934234,85.2717561
2019,Bihar,Sitamarhi,316,562,97,0,5280,2,175,0,0,0,26.5942841,85.500428
2019,Bihar,Siwan,208,416,2,159,5032,0,188,0,12,0,26.131008,84.3910745
2019,Bihar,Supaul,106,303,24,0,3139,1,102,0,0,0,26.2768089,86.7959614
2019,Bihar,Vaishali,280,623,5,0,6878,2,225,0,0,0,25.7491703,85.3972164
2019,Chandigarh,Chandigarh,264,515,23,114,2819,35,1,0,3,0,30.7334421,76.7797143
2019,Chhattisgarh,Balod,142,209,8,48,1654,12,18,0,5,18,20.7277192,81.1446948
2019,Chhattisgarh,Balodbazar,307,449,9,112,3249,17,38,0,25,10,21.66,82.16
2019,Chhattisgarh,Balrampur,124,211,0,23,1264,3,8,0,0,37,23.59,83.62
2019,Chhattisgarh,Bemetra,178,192,2,38,1654,4,8,0,13,5,21.6783867,81.4412578
2019,Chhattisgarh,Bilaspur,508,784,4,184,6269,38,18,0,0,10,31.3380959,76.7611631
2019,Chhattisgarh,Bizapur,27,34,1,0,417,1,0,0,0,2,18.7935679,80.815939
2019,Chhattisgarh,Dantewara,25,25,6,10,436,3,0,0,0,1,18.9080594,81.3557636
2019,Chhattisgarh,Dhamtari,139,203,17,58,1563,17,14,0,8,23,20.5326259,81.7155987
2019,Chhattisgarh,Durg,542,705,6,156,6582,43,9,0,0,5,21.1982964,81.4007922
2019,Chhattisgarh,Gariyaband,106,114,0,24,958,1,12,0,4,14,20.5267561,82.1917217
2019,Chhattisgarh,Jagdalpur,134,190,27,25,1507,4,0,0,0,3,19.0870758,82.0235715
2019,Chhattisgarh,Janjgir,350,412,1,125,3050,27,33,0,11,8,22.0090841,82.578896
2019,Chhattisgarh,Jashpur,191,219,1,41,1209,8,1,0,0,16,22.770251,83.9708013
2019,Chhattisgarh,Kabirdham,143,185,5,39,1343,6,3,0,7,8,22.1150085,81.2446944
2019,Chhattisgarh,Kanker,144,129,3,39,1185,3,1,0,0,25,20.2692747,81.4932111
2019,Chhattisgarh,Kondagaon,48,66,5,0,610,1,2,0,0,7,19.5885769,81.6628742
2019,Chhattisgarh,Korba,198,299,0,48,2552,10,34,0,0,24,22.5198217,82.6350029
2019,Chhattisgarh,Koriya,193,229,8,51,1762,15,29,0,0,45,23.476254,82.4776374
2019,Chhattisgarh,Mahasamund,135,211,1,8,1774,9,11,0,0,11,21.1922846,82.4890263
2019,Chhattisgarh,Mungali,157,221,0,48,1396,11,18,0,6,4,22.0661098,81.6874282
2019,Chhattisgarh,Narayanpur,38,39,2,12,247,0,0,0,0,6,19.5842032,81.1136986
2019,Chhattisgarh,Raigarh,298,485,17,53,3232,25,25,0,0,27,22.2361795,83.3529534
2019,Chhattisgarh,Raipur,784,1017,29,212,9299,97,29,0,42,8,21.2380912,81.6336993
2019,Chhattisgarh,Rajnandgaon,314,427,7,28,3793,25,12,0,3,13,21.0684425,80.7970779
2019,Chhattisgarh,Sarguja,200,329,6,57,1814,14,6,0,0,50,22.9469135,83.1656942
2019,Chhattisgarh,Sukma,19,19,2,0,319,0,1,0,0,1,18.2665423,81.2925234
2019,Chhattisgarh,Surajpur,205,267,8,52,1368,6,11,0,18,46,23.3577769,82.9761277
2019,Delhi UT,Central,343,604,3,129,12995,38,4,0,4,0,28.64,77.22
2019,Delhi UT,Dwarka,630,1255,11,169,24302,97,14,0,11,0,28.59,77.06
2019,Delhi UT,EOW,0,0,0,0,292,0,0,0,0,0,28.61,77.23
2019,Delhi UT,East,446,779,2,457,21936,53,4,0,6,0,28.63,77.28
2019,Delhi UT,Metro,10,47,1,14,6846,3,0,0,0,0,28.61,77.23
2019,Delhi UT,New Delhi,68,123,1,25,3571,7,3,0,0,0,28.61,77.23
2019,Delhi UT,North,321,581,4,141,15881,25,5,0,6,0,28.7,77.1
2019,Delhi UT,North-East,773,1234,10,228,22845,107,4,0,7,0,28.7,77.25
2019,Delhi UT,North-West,640,824,5,160,24732,31,8,0,2,0,28.75,77.1
2019,Delhi UT,Outer,706,1253,4,184,22513,64,3,0,28,0,28.75,77.05
2019,Delhi UT,Outer North,709,815,0,262,11318,39,3,0,11,0,28.82,77.1
2019,Delhi UT,Rohini,564,1120,3,167,22335,38,10,0,21,0,28.71,77.12
2019,Delhi UT,SPUWAC,0,56,0,0,56,0,0,0,0,0,28.61,77.23
2019,Delhi UT,Shahdara,483,989,10,163,17905,61,2,0,7,0,28.67,77.29
2019,Delhi UT,Spl Cell,0,9,17,0,107,0,0,0,0,0,28.61,77.23
2019,Delhi UT,West,481,998,7,83,22915,6,3,0,2,0,28.63,77.12
2019,Goa,North Goa,88,191,4,6,1295,23,2,0,1,0,15.6044413,74.0017241
2019,Gujarat,Ahmedabad City,771,1633,171,270,26845,79,161,0,28,10,23.0215374,72.5800568
2019,Gujarat,Ahmedabad Rural,73,138,13,7,2600,7,44,0,4,3,22.5809103,72.9784557
2019,Gujarat,Amreli,110,278,16,36,1903,1,68,0,7,4,21.4176122,71.249609
2019,Gujarat,Anand,115,191,5,33,3779,9,39,0,4,1,22.5586555,72.9627227
2019,Gujarat,Arvalli,36,155,0,0,1868,0,12,0,0,3,23.4843217,73.3986096
2019,Gujarat,Banaskantha,147,430,17,20,4374,4,93,0,2,26,24.269387,72.5367513
2019,Gujarat,Bharuch,140,169,32,45,2192,12,20,0,11,47,21.7080427,72.9956936
2019,Gujarat,Bhavnagar,144,362,56,73,4020,5,39,0,8,14,21.7718836,72.1416449
2019,Gujarat,Botad,50,82,5,28,2048,0,50,0,2,0,22.0467098,71.6689617
2019,Gujarat,Chhotaudepur,50,60,0,15,938,3,6,0,18,16,22.2224345,73.7778749
2019,Gujarat,Dahod,134,143,7,36,2231,0,3,0,9,4,22.9194099,74.1342725
2019,Gujarat,Dang,2,11,0,3,151,0,0,0,1,0,20.7881719,73.7092033
2019,Gujarat,Devbhumi Dwarka,32,106,5,20,1558,5,14,0,1,1,22.2475106,68.968244
2019,Gujarat,Gandhinagar,75,180,17,61,2571,11,33,0,4,8,23.2232877,72.6492267
2019,Gujarat,Gir Somnath,63,206,11,19,1342,3,48,0,5,3,20.9298181,70.7627578
2019,Gujarat,Jamnagar,83,164,10,20,2673,0,34,0,5,1,22.4732415,70.0552102
2019,Gujarat,Junagadh,112,340,31,33,2496,2,89,0,9,6,21.5220416,70.4582458
2019,Gujarat,Kachchh East(G),92,120,8,13,2305,12,64,0,0,0,23.583333,70.0
2019,Gujarat,Kachchh West(B),42,133,15,16,2081,3,47,0,0,2,16.3876268,73.7308816
2019,Gujarat,Kheda,120,226,7,10,2128,5,39,0,0,0,22.8532503,72.9953586
2019,Gujarat,Mahisagar,36,114,2,4,835,2,7,0,0,3,23.1912195,73.6644398
2019,Gujarat,Mehsana,130,252,6,35,3645,17,48,0,6,3,23.6012628,72.3741516
2019,Gujarat,Morbi,83,108,6,23,3623,3,26,0,4,3,22.8003959,70.886232
2019,Gujarat,Narmada,33,63,1,17,761,0,4,0,2,11,21.7392625,73.6262458
2019,Gujarat,Navsari,51,89,14,31,4970,20,6,0,5,2,20.952407,72.9323831
2019,Gujarat,Panchmahal,102,173,5,23,2296,6,19,0,2,22,22.6978099,73.5980682
2019,Gujarat,Patan,74,171,8,37,2241,3,34,0,3,8,23.773753,71.6798581
2019,Gujarat,Porbandar,31,85,2,14,1192,2,49,0,12,1,21.6029751,69.8538067
2019,Gujarat,Rajkot City,145,307,12,72,2226,21,37,0,1,6,22.3053263,70.8028377
2019,Gujarat,Rajkot Rural,119,235,7,20,2608,8,74,0,4,4,16.3876268,73.7308816
2019,Gujarat,Sabarkantha,68,169,13,24,2554,6,28,0,0,12,23.8688506,73.013784
2019,Gujarat,Surat City,770,1015,228,482,22435,86,34,0,34,19,21.2094892,72.8317058
2019,Gujarat,Surat Rural,102,114,6,15,4024,4,6,0,2,21,16.3876268,73.7308816
2019,Gujarat,Surendranagar,86,137,9,27,2032,3,68,0,2,1,22.8251395,71.6209736
2019,Gujarat,Tapi,29,27,3,13,1156,7,2,0,3,6,21.1916567,73.5560631
2019,Gujarat,Vadodara City,163,344,12,118,4521,47,41,0,15,10,22.2973142,73.1942567
2019,Gujarat,Vadodara Rural,141,115,11,26,3223,1,18,0,4,30,22.2367253,73.1802481
2019,Gujarat,Valsad,96,121,10,21,3460,19,10,0,11,9,20.4321957,73.1409893
2019,Haryana,Ambala,94,623,8,38,3766,0,25,0,1,0,30.3843674,76.770421
2019,Haryana,Bhiwani,209,751,15,50,4173,11,122,0,10,0,28.7931703,76.1391283
2019,Haryana,Charkhi Dadri,48,130,5,12,1110,2,20,0,1,0,28.6000997,76.1123707
2019,Haryana,Faridabad,751,1466,47,252,11717,32,77,0,50,0,28.4031478,77.3105561
2019,Haryana,Fatehabad,163,347,9,38,3221,12,35,0,12,0,29.5359209,75.5752901
2019,Haryana,Gurugram,568,1192,142,71,14976,14,45,0,22,0,28.4646148,77.0299194
2019,Haryana,Hansi,71,177,2,28,1635,5,24,0,2,0,29.140992,75.9787139
2019,Haryana,Hissar,186,536,28,52,4317,10,116,0,7,0,29.7016253,76.3119463
2019,Haryana,Irrigation & Power,0,0,0,0,974,0,0,0,0,0,16.3876268,73.7308816
2019,Haryana,Jhajjar,183,533,6,88,3648,17,34,0,0,0,28.5964461,76.6505366
2019,Haryana,Jind,162,458,6,72,4082,14,56,0,18,0,29.3152073,76.314082
2019,Haryana,Kaithal,146,539,14,56,3211,8,42,0,8,0,29.7996588,76.3989903
2019,Haryana,Karnal,362,873,108,5,6424,10,55,0,4,0,29.7255766,76.9106924
2019,Haryana,Kurukshetra,85,671,2,55,4258,3,60,0,8,0,29.9693747,76.8482787
2019,Haryana,Mahendergarh,85,339,71,16,2797,1,32,0,0,0,28.2726226,76.1493925
2019,Haryana,Nuh,166,630,12,30,3284,0,31,0,9,0,27.9935177,77.0419634
2019,Haryana,Palwal,108,503,4,0,3744,6,52,0,0,0,28.0599426,77.3223422
2019,Haryana,Panchkula,177,333,11,10,2316,3,17,0,0,0,30.6975401,76.8551066
2019,Haryana,Panipat,461,1077,18,55,6545,23,33,0,10,0,29.3912753,76.9771675
2019,Haryana,Rewari,138,569,9,33,4254,17,44,0,4,0,28.1956468,76.6165179
2019,Haryana,Rohtak,282,852,16,67,5986,15,50,0,4,0,28.9010899,76.5801935
2019,Haryana,Sirsa,186,558,4,29,3671,8,60,0,4,0,29.6063041,74.9036568
2019,Haryana,Sonipat,226,849,3,32,5159,13,29,0,2,0,28.9953758,77.0233627
2019,Haryana,Yamunanagar,241,639,24,30,4576,16,23,0,8,0,30.1231349,77.286329
2019,Himachal Pradesh,Baddi,31,78,2,10,714,8,4,0,2,0,30.9763026,76.7674001
2019,Himachal Pradesh,Bilaspur,42,114,3,2,1203,4,11,0,0,0,31.33,76.75
2019,Himachal Pradesh,Chamba,38,84,1,2,758,1,4,0,0,0,32.6923316,76.1631552
2019,Himachal Pradesh,Hamirpur,39,110,6,2,752,2,7,0,0,0,31.68,76.52
2019,Himachal Pradesh,Kangra,106,253,5,8,2771,11,31,0,5,1,32.0768665,76.2985872
2019,Himachal Pradesh,Kinnaur,14,27,0,3,214,2,3,0,1,0,31.593013,78.3281417
2019,Himachal Pradesh,Kullu,66,105,14,11,976,15,8,0,0,0,31.9578974,77.1089232
2019,Himachal Pradesh,Lahaul & Spiti,0,2,0,0,74,1,0,0,0,0,32.0934743,78.3837957
2019,Himachal Pradesh,Mandi,119,279,9,50,2155,12,58,0,4,0,31.6516617,77.0092542
2019,Himachal Pradesh,Shimla,131,223,9,20,2088,1,31,0,4,0,31.1041526,77.1709729
2019,Himachal Pradesh,Sirmaur,66,161,5,19,1086,5,7,0,3,0,30.6991321,77.4465304
2019,Himachal Pradesh,Solan,57,102,7,13,731,4,7,0,1,0,30.9077569,77.1023645
2019,Himachal Pradesh,Una,39,97,4,20,871,6,18,0,1,0,31.5834642,76.2351452
2019,Jammu & Kashmir,Anantnag,26,163,4,0,826,0,0,0,0,0,33.74611,75.1854475
2019,Jammu & Kashmir,Bandipora,5,59,0,0,382,2,0,0,0,0,34.4232433,74.635965
2019,Jammu & Kashmir,Baramulla,3,248,0,0,1011,0,0,0,0,0,34.2086903,74.343498
2019,Jammu & Kashmir,Budgam,1,321,5,0,1198,0,0,0,0,0,33.9098746,74.6270357
2019,Jammu & Kashmir,Doda,17,89,1,0,642,0,0,0,0,0,33.13261,75.5890079
2019,Jammu & Kashmir,Ganderbal,29,80,0,12,459,2,0,0,0,0,34.2889322,75.0407983
2019,Jammu & Kashmir,Handwara,12,53,0,0,591,0,0,0,0,0,34.3993139,74.2827396
2019,Jammu & Kashmir,Jammu,35,390,23,38,4200,21,0,0,2,0,32.7185614,74.8580917
2019,Jammu & Kashmir,Kargil,0,2,0,0,126,1,0,0,0,0,34.56,76.12
2019,Jammu & Kashmir,Kathua,36,73,0,16,879,2,1,0,5,0,32.3901836,75.5251452
2019,Jammu & Kashmir,Kishtwar,20,47,0,0,356,1,0,0,0,0,33.3107908,75.7694213
2019,Jammu & Kashmir,Kulgam,2,194,0,0,765,0,0,0,0,0,33.6446899,75.0188432
2019,Jammu & Kashmir,Kupwara,4,98,0,0,653,4,0,0,0,0,34.5140696,74.191367
2019,Jammu & Kashmir,Leh,1,10,0,0,203,0,0,0,0,0,34.15,77.58
2019,Jammu & Kashmir,Poonch,23,91,4,12,811,1,0,0,1,0,33.7670004,74.0957143
2019,Jammu & Kashmir,Pulwama,10,42,1,0,422,0,0,0,0,0,33.839844,74.9365143
2019,Jammu & Kashmir,Rajouri,21,202,7,33,1808,0,0,0,0,0,33.3772495,74.3132332
2019,Jammu & Kashmir,Ramban,22,69,1,15,703,0,0,0,2,0,33.2116371,75.2050989
2019,Jammu & Kashmir,Reasi,32,75,1,0,641,3,0,0,0,0,33.0691032,74.8378698
2019,Jammu & Kashmir,Samba,17,48,0,0,826,1,0,0,0,0,32.5759118,75.1203446
2019,Jammu & Kashmir,Shopian,14,64,2,0,351,0,0,0,0,0,33.718807,74.8333311
2019,Jammu & Kashmir,Sopore,29,122,0,75,682,2,0,0,0,0,34.2850498,74.4639353
2019,Jammu & Kashmir,Srinagar,71,349,4,61,2215,0,0,0,1,0,34.0747444,74.8204443
2019,Jammu & Kashmir,Udhampur,38,137,6,24,1242,1,1,0,2,0,32.9219726,75.1331482
2019,Jharkhand,Bokaro,103,497,0,0,3135,0,0,0,0,0,23.699128,85.9910689
2019,Jharkhand,Chaibasa,66,160,18,0,1006,0,0,0,0,7,22.5483518,85.8188876
2019,Jharkhand,Chatra,52,233,31,0,1500,0,23,0,0,1,24.1062317,84.8623379
2019,Jharkhand,Deoghar,65,757,74,0,3177,3,109,0,0,14,24.4898318,86.6990182
2019,Jharkhand,Dhanbad,212,595,135,62,3432,0,47,0,0,13,23.7952809,86.4309638
2019,Jharkhand,Dumka,51,124,14,0,1385,0,0,0,0,20,24.2677937,87.2485495
2019,Jharkhand,Garhwa,127,658,17,0,2816,0,75,0,0,21,24.053577,83.6526818
2019,Jharkhand,Giridih,119,913,41,0,3141,0,59,0,0,6,24.3314547,86.1548117
2019,Jharkhand,Godda,75,254,0,0,2012,0,35,0,0,12,24.8645886,87.2984838
2019,Jharkhand,Gumla,187,240,44,12,1092,0,0,0,0,11,23.1603759,84.4599565
2019,Jharkhand,Hazaribagh,98,446,93,0,3416,1,32,0,0,5,24.0866962,85.4912231
2019,Jharkhand,Jamshedpur,32,543,79,0,3601,2,11,0,0,29,22.8015194,86.2029579
2019,Jharkhand,Jamtara,31,201,72,0,800,2,14,0,0,3,23.9801639,86.9243637
2019,Jharkhand,Khunti,8,47,15,0,443,0,0,0,0,3,22.9281801,85.2814475
2019,Jharkhand,Koderma,45,120,7,0,1027,0,27,0,0,0,24.4931239,85.5560811
2019,Jharkhand,Latehar,39,187,23,0,761,1,10,0,0,5,23.6880057,84.4969551
2019,Jharkhand,Lohardagga,17,124,0,0,675,0,0,0,0,21,23.4770044,84.6986684
2019,Jharkhand,Pakur,28,96,15,0,801,1,5,0,0,6,24.5325909,87.593232
2019,Jharkhand,Palamu,109,492,48,0,2665,3,135,0,0,15,24.2212983,84.1725565
2019,Jharkhand,Ramgarh,33,160,56,0,1023,0,16,0,0,15,23.693479,85.5215989
2019,Jharkhand,Ranchi,83,545,251,0,6194,9,4,0,0,109,23.3700501,85.3250387
2019,Jharkhand,Sahebganj,27,1077,11,0,3586,0,48,0,0,24,25.0320437,87.691764
2019,Jharkhand,Saraikela,33,170,43,0,1267,0,0,0,0,0,22.7464225,85.9168929
2019,Jharkhand,Simdega,23,100,8,0,452,0,0,0,0,1,22.5904573,84.5464805
2019,Karnataka,Bagalkot,80,262,4,0,1980,11,30,0,0,10,16.1793224,75.6999315
2019,Karnataka,Ballari,216,453,69,5,3221,9,34,0,1,22,15.3483166,76.8054883
2019,Karnataka,Belagavi City,116,177,13,18,1675,18,11,0,3,10,15.8572666,74.5069343
2019,Karnataka,Belagavi District,195,495,9,15,4090,18,52,0,2,18,16.1587846,74.888862
2019,Karnataka,Bengaluru City,1488,3486,10555,155,27251,334,166,0,7,12,13.0222347,77.5671832
2019,Karnataka,Bengaluru District,274,351,19,0,5386,45,58,0,0,5,13.0222347,77.5671832
2019,Karnataka,Bidar,189,330,36,14,3231,9,34,0,3,5,18.0207297,77.2487204
2019,Karnataka,Chamarajnagar,65,255,23,0,1754,18,18,0,0,5,11.8073312,76.6923569
2019,Karnataka,Chikkaballapura,169,224,23,6,2100,10,62,0,3,17,13.5897941,77.778793
2019,Karnataka,Chikkamagaluru,153,323,26,2,2689,18,66,0,0,12,13.4058699,75.638758
2019,Karnataka,Chitradurga,163,419,24,5,3106,18,34,0,2,2,14.3049174,76.5296667
2019,Karnataka,Dakshina Kannada,143,140,21,0,1751,9,25,0,0,12,12.8226434,75.2265036
2019,Karnataka,Davanagere,173,373,45,3,2940,18,43,0,0,23,14.2558835,75.8303421
2019,Karnataka,Dharwad,41,69,0,0,825,3,20,0,0,4,15.3707296,75.1332867
2019,Karnataka,Gadag,38,137,11,0,992,4,13,0,0,4,15.416692,75.6815801
2019,Karnataka,Hassan,169,571,20,0,4710,31,70,0,0,3,13.0301853,76.1744968
2019,Karnataka,Haveri,112,211,16,9,1989,10,26,0,3,11,14.7180268,75.3656423
2019,Karnataka,Hubballi Dharwad City,78,125,110,21,1444,9,16,0,5,1,15.36,75.12
2019,Karnataka,K.G.F.,48,94,19,4,699,5,14,0,3,1,12.96,78.27
2019,Karnataka,Kalaburgi,144,392,17,12,2380,7,50,0,0,5,16.8999182,77.0567566
2019,Karnataka,Kalaburgi City,32,109,15,18,1630,2,26,0,0,1,17.2408957,76.7697439
2019,Karnataka,Kodagu,107,181,67,0,1503,8,13,0,0,11,12.3827332,75.6640715
2019,Karnataka,Kolar,95,191,23,7,1771,11,57,0,1,9,13.1805066,78.2669329
2019,Karnataka,Koppal,119,236,35,0,1744,3,23,0,0,16,15.5748238,76.3118494
2019,Karnataka,Mandya,202,441,64,16,4927,32,70,0,0,14,12.6368939,76.7275477
2019,Karnataka,Mangaluru City,163,184,125,9,2386,14,25,0,1,1,12.8698101,74.8430082
2019,Karnataka,Mysuru City,123,330,271,2,2638,35,21,0,2,3,12.3051828,76.6553609
2019,Karnataka,Mysuru District,222,366,35,11,3796,35,39,0,1,14,12.1968318,76.6120468
2019,Karnataka,Raichur,117,374,16,1,2384,9,39,0,0,24,16.0547194,76.9003647
2019,Karnataka,Ramanagara,145,376,69,14,3467,37,36,0,1,7,12.720006,77.3184199
2019,Karnataka,Shimoga,234,665,114,16,4414,29,58,0,5,4,14.0556503,75.2380553
2019,Karnataka,Tumakuru,347,339,27,24,4814,22,67,0,0,11,13.4192512,76.8810004
2019,Karnataka,Udupi,80,255,30,7,2312,12,52,0,2,10,13.5269784,74.8731879
2019,Karnataka,Uttara Kannada,88,290,49,5,2422,13,39,0,1,9,14.7253795,74.6403389
2019,Karnataka,Vijayapura,84,296,9,0,2570,9,56,0,0,0,16.814415,75.8933856
2019,Karnataka,Yadgiri,76,284,11,7,1360,2,41,0,1,11,16.7633571,77.1384994
2019,Kerala,Alapuzha,246,693,8,14,16486,40,52,0,0,1,9.5649344,76.5444815
2019,Kerala,Ernakulam Commr.,175,492,43,10,14506,45,16,0,0,2,9.98,76.3
2019,Kerala,Ernakulam Rural,273,677,12,24,14393,54,68,0,1,4,10.1000756,76.3574874
2019,Kerala,Idukki,201,484,10,0,6511,18,27,0,1,10,9.8154785,76.9991599
2019,Kerala,Kannur,264,700,9,24,6255,22,37,0,2,12,11.87,75.37
2019,Kerala,Kasargod,188,376,7,10,3344,14,17,0,0,14,12.4914722,74.9877613
2019,Kerala,Kollam Commr.,160,519,11,24,7272,38,41,0,2,0,8.89,76.61
2019,Kerala,Kollam Rural,194,616,10,0,8599,43,47,0,0,1,8.9989381,76.7732344
2019,Kerala,Kottayam,229,541,9,13,9381,31,15,0,0,8,9.6287383,76.6455326
2019,Kerala,Kozhikode Commr.,199,473,15,22,5050,19,24,0,0,0,11.25,75.78
2019,Kerala,Kozhikode Rural,266,702,18,12,7159,15,52,0,1,5,11.2552955,75.795782
2019,Kerala,Malappuram,533,1087,13,68,7093,18,71,0,19,8,11.1068448,76.1099551
2019,Kerala,Palakkad,313,678,8,54,9545,37,88,0,3,20,10.7873692,76.4742172
2019,Kerala,Pathanamthitta,207,413,12,16,6100,26,32,0,5,0,9.2780841,76.9737443
2019,Kerala,Thrissur Commr.,231,583,11,33,6615,53,74,0,11,1,10.53,76.21
2019,Kerala,Thrissur Rural,275,507,8,20,5721,43,44,0,2,1,10.5214758,76.1899913
2019,Kerala,Trivandrum Commr.,205,537,75,22,22248,51,37,0,0,1,8.52,76.94
2019,Kerala,Trivandrum Rural,405,973,23,25,16194,75,95,0,5,7,8.6981873,76.8154234
2019,Kerala,Wayanadu,181,356,4,7,2554,15,21,0,0,45,10.8942004,75.927851
2019,Lakshadweep,Lakshadweep,26,38,4,0,123,0,0,0,0,0,10.8132489,73.6804621
2019,Madhya Pradesh,Agar,60,144,0,12,1484,8,52,0,3,1,22.3882831,74.8236421
2019,Madhya Pradesh,Alirajpur,186,278,0,99,2076,2,0,0,0,9,22.2859525,74.3545628
2019,Madhya Pradesh,Anuppur,261,338,5,24,2111,14,28,0,0,51,23.0346179,81.7510255
2019,Madhya Pradesh,Ashok Nagar,204,309,1,83,2486,6,93,0,26,27,24.5792434,77.7279725
2019,Madhya Pradesh,Balaghat,386,672,0,30,3927,29,73,0,16,83,21.8611589,80.3237105
2019,Madhya Pradesh,Barwani,159,210,3,97,2438,13,19,0,0,26,21.7514248,74.8915957
2019,Madhya Pradesh,Betul,367,611,2,93,3877,32,75,0,7,77,21.8797472,77.8753651
2019,Madhya Pradesh,Bhind,171,398,0,0,4737,2,118,0,0,0,26.3518828,78.6863189
2019,Madhya Pradesh,Burhanpur,132,150,0,41,1391,5,22,0,10,11,21.334867,76.3708803
2019,Madhya Pradesh,Chhatarpur,502,564,7,118,4846,15,264,0,23,16,24.760609,79.6781776
2019,Madhya Pradesh,Chhindwara,388,537,0,69,4852,43,96,0,3,91,22.2071897,78.798833
2019,Madhya Pradesh,Damoh,224,399,0,17,3437,37,158,0,10,41,23.7981005,79.5419356
2019,Madhya Pradesh,Datia,123,300,7,0,2799,7,150,0,0,3,25.9182947,78.6644962
2019,Madhya Pradesh,Dewas,372,732,1,224,6280,19,150,0,2,52,22.8057498,76.2940408
2019,Madhya Pradesh,Dhar,570,838,5,174,6710,23,34,0,39,83,22.5786572,75.2258637
2019,Madhya Pradesh,Dindori,164,333,4,13,1917,1,4,0,8,47,22.9070871,80.8846924
2019,Madhya Pradesh,Guna,262,464,0,66,4651,6,186,0,3,35,24.5001772,77.2600959
2019,Madhya Pradesh,Gwalior,703,1439,54,212,12351,67,415,0,5,26,26.2037247,78.1573628
2019,Madhya Pradesh,Harda,171,210,1,33,1754,8,27,0,13,33,22.2427973,77.1179173
2019,Madhya Pradesh,Jabalpur,937,1370,0,396,11253,86,192,0,0,95,23.1701522,79.9324505
2019,Madhya Pradesh,Jhabua,131,176,0,140,2232,1,25,0,10,15,22.8869652,74.7243249
2019,Madhya Pradesh,Katni,333,381,3,33,3927,16,58,0,1,31,23.7176393,80.2610181
2019,Madhya Pradesh,Khandwa,284,453,0,0,3193,17,44,0,0,74,21.9769779,76.5675344
2019,Madhya Pradesh,Khargone,442,546,0,69,3999,20,55,0,17,59,21.9544729,75.7521248
2019,Madhya Pradesh,Mandla,205,217,0,31,1772,15,12,0,8,45,22.6871074,80.5816341
2019,Madhya Pradesh,Mandsaur,193,332,5,43,3397,1,110,0,2,9,24.2628148,75.385692
2019,Madhya Pradesh,Morena,335,554,0,131,6255,15,204,0,7,7,26.3849794,77.8612721
